BindingDB Reactant_set_id,Ligand SMILES,IC50 (nM)
261993,NC1(CCC1)c1ccc(cc1)-n1c(nc2ccc(nc12)-c1cccc(c1)N1CCOCC1)C1CC1,1.99
1135368,CN(C)CCC(NC(=O)C1(N)CCN(CC1)c1ncnc2[nH]ccc12)c1ccc(Cl)cc1,2.0
330030,CC(C)Oc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CCCC1)-c1ccc(F)c(Cl)c1,2.0
337113,COCC1CN(C1)c1cnc(cc1-n1cnc(c1)C1CC1)C(=O)Nc1csc(n1)-c1nncn1[C@@H](C)C(F)(F)F,2.0
337115,COC1(C)CN(C1)c1cnc(cc1-n1cnc(c1)C1CC1)C(=O)Nc1csc(n1)-c1nncn1[C@@H](C)C(F)(F)F,2.0
51517710,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CNCCCCCCCCCCCc3cccc4C(=O)N(Cc34)C3CCC(=O)NC3=O)c3ccc(Cl)cc3)c12,2.0
326896,CC1Cc2c(ccc(F)c2Cl)N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)[nH]1,2.0
220918,Clc1ccccc1CNC(=O)NC1CCN(Cc2ccc(cc2)-c2nnc3-c4ccccc4Nc4ncccc4-n23)CC1,910.0
50571586,CCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)N[C@@H](CCC(C)C)C(N)=O,920.0
50648550,CCC[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)CN(CCNC(=O)NCCCN(CC(N)=O)C(=O)[C@H](CCC(C)C)NC(=O)[C@H](CN)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O)C(=O)[C@@H](N)CCCN=C(N)N,920.0
50496816,Cn1ncc(Cl)c1-c1coc(c1)C(=O)NC1(CCNCC1)c1ccc(F)cc1,920.0
50496749,Cn1nccc1-c1csc(c1)C(=O)NC1(CCNCC1)c1ccc(F)cc1,920.0
220934,C(N1CCCC(C1)Oc1ccccc1)c1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,920.0
50937608,NC1(CCC1)c1ccc(cc1)-c1nn2cccc2cc1-c1ccccc1,926.0
50970062,NCc1ccc(cc1)-n1c(nc2cccnc12)-c1cccnc1N,930.0
326864,CC(C(=O)N1CCc2c1cccc2F)c1nc(N2CCOCC2)c(F)c(=O)n1C,938.0
292925,Oc1c(NC(=O)Cc2nc(cc(=O)[nH]2)N2CCOCC2)cccc1C#N,938.0
329852,CCc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CCC1)-c1ccnc(OC)c1,940.0
50571587,CCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)N[C@@H](CCC(C)C)C(N)=O,940.0
220925,Clc1ccc(CCNC(=O)NC2CCN(Cc3ccc(cc3)-c3nnc4-c5ccccc5Nc5ncccc5-n34)CC2)cc1,940.0
220873,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(cc2)-c2nnc3-c4ccccc4Nc4ccccc4-n23)CC1,940.0
220907,O=C1NCN(c2ccccc2)C11CCN(Cc2ccc(cc2)-c2nnc3-c4ccccc4Nc4ncccc4-n23)CC1,950.0
220780,O=C(Cc1cccc2ccccc12)Nc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,950.0
50648537,CCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)N[C@@H](CCC(C)C)C(N)=O,950.0
51504406,CC(C)NC[C@@H](C(=O)N1CCC(=CC1)c1ncnc2NC(=O)C[C@@H](C)c12)c1ccc(Cl)cc1,951.0
50530269,N[C@H](COc1cncc(c1)-c1cc2cn[nH]c2cc1[N+]([O-])=O)Cc1c[nH]c2ccccc12,953.0
1290560,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)CCC(=O)OCc1ccc(cc1)[C@@H](CN)C(=O)Nc1ccc2cnccc2c1,955.0
50720119,CCn1c(nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc12)-c1nonc1N,955.0
220953,Cc1ccc2Nc3ncccc3-n3c(nnc3-c2c1)-c1ccc(cc1)C1(N)CCC1,960.0
50984411,CCOC(=O)c1c(C)nc(NNC(=O)c2cccc3c2[nH]c2ccccc2c3=O)nc1-c1ccc(C)cc1,980.0
51061487,Cc1nc(N)nc2n([C@@H]3CC[C@@H](CC3)OCC(N)=O)c(=O)c(cc12)-c1cnn(C)c1,988.0
287982,NC1(CCC1)c1ccc(cc1)-c1nc2cc(ccn2c1-c1ccccc1)-c1ccc(F)cc1,989.0
330087,COc1ccc(cc1Cl)-c1cn(CCN2CCC2)c(n1)C1CCN(CC1)c1ncnc(N)c1C(N)=O,990.0
220884,O=C(N1CCN(Cc2ccc(cc2)-c2nnc3-c4ccccc4Nc4ncccc4-n23)CC1)c1ccc(cc1)[N+]#[C-],990.0
875698,CCC(=O)Nc1cccc(c1)-c1cn(Cc2ccc(cc2)-c2nc3ccccn3c2-c2ccccc2)nn1,992.0
30672,Cc1cc(cc2ccncc12)-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1,995.0
220768,OCc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,1000.0
292902,O=C(Cc1nc(cc(=O)[nH]1)N1CCOCC1)N1Cc2ccccc2C1,1000.0
50357904,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1CCN(C[C@@H]1F)c1ccc(cn1)C#N,1000.0
330010,Nc1cc(ncn1)N1CCC(CC1)c1nc(cn1CCN1CCCC1)-c1ccc(cc1)C(F)(F)F,1000.0
329907,CNCCn1cc(nc1C1CCN(CC1)c1cc(N)ncn1)-c1ccnc(c1)C(F)(F)F,1000.0
329935,CCc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CCOCC1)-c1ccc(F)cc1,1000.0
329941,CCc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CCC2(COC2)C1)-c1ccc(F)cc1,1000.0
329975,Nc1ncnc(N2CCC(CC2)c2nc(cn2CCN2CCCC2)-c2ccc(c(F)c2)C(F)(F)F)c1Cl,1000.0
329988,CCc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CCCC(F)(F)C1)-c1ccc(c(F)c1)C(F)(F)F,1000.0
50564083,N[C@H](CNc1ncc(s1)-c1ccc2cn[nH]c(=O)c2c1)Cc1ccc(cc1)C(F)(F)F,1000.0
50546321,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc12,1000.0
50406238,CN(C)CC1(CCN(CC1)c1ncnc2[nH]c(C)c(C)c12)C(=O)Nc1cccc(OC(=O)N(C)C)c1,1000.0
50406239,COC(=O)c1cccc(NC(=O)C2(CN(C)C)CCN(CC2)c2ncnc3[nH]c(C)c(C)c23)c1,1000.0
50229809,CCN(CC)CC=Cc1[nH]c(=O)c2c3n(C)c(Nc4c(Cl)cccc4Cl)nc3ccc2c1C,1000.0
50629819,CCOCCN(C[C@@H](O)CN1CCCC2(C1)CC(=O)c1cc(O)ccc1O2)S(=O)(=O)c1c(C)noc1C,1000.0
50629820,CCOCCN(C[C@@H](O)CN1CCCC2(C1)CC(=O)c1cc(O)ccc1O2)S(=O)(=O)c1ccccc1Cl,1000.0
50599176,CCCc1cc(cc2c(C)n[nH]c12)-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1,1000.0
50597790,CNc1nccc(n1)-c1cccnc1Oc1ccc(NC(=O)c2ccccc2Nc2ccccc2)cc1,1000.0
50840610,C[C@@H]1C[C@H]2CN1CCn1[nH]c3c(cccc3c1=O)-c1nc3c(O2)cccc3[nH]c1=O,1000.0
730730,NC(=O)c1ccnc2c(N[C@@H](CN3CCC3)c3ccc(Cl)c(c3)C(F)(F)F)ncnc12,1000.0
792555,NC(=O)c1cccc2c(NCc3cccc(c3)C(F)(F)F)nnnc12,1000.0
792557,NC(=O)c1cccc2c(NCc3ccc(Cl)c(Cl)c3)nnnc12,1000.0
792559,NC(=O)c1cccc2c(NCc3cccnc3)nnnc12,1000.0
792561,NC(=O)c1cccc2c(NCc3ccc(Cl)c(c3)C(F)(F)F)nnnc12,1000.0
792563,NC(=O)c1cccc2c(NCc3ccccn3)nnnc12,1000.0
792565,NC(=O)c1cccc2c(NCc3ccccc3)nnnc12,1000.0
792567,NC(=O)c1cccc2c(NCc3ccc(cn3)C(F)(F)F)nnnc12,1000.0
792569,NC(=O)c1cccc2c(NCc3ccc(cc3)C(F)(F)F)nnnc12,1000.0
792571,NC(=O)c1cccc2c(NCc3cccc(F)c3)nnnc12,1000.0
51504407,CC(C)NC[C@@H](C(=O)N1CCC(CC1)c1ncnc2NC(=O)C[C@@H](C)c12)c1ccc(Cl)cc1,1000.0
51504409,CC(C)NC[C@@H](C(=O)N1CC2(C1)CN(C2)c1ncnc2NC(=O)C[C@@H](C)c12)c1ccc(Cl)cc1,1000.0
51519454,C[C@@H]1CCN(C[C@@H]1n1ccc2cnc3[nH]ccc3c12)C(=O)CC#N,1000.0
51311425,COc1cc(ccc1OCc1ccc(cc1)C1CC1)C1CN(C1)C(=O)c1cc(COC[C@@H](O)CO)ccn1,1000.0
51504388,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c1ncnc(CO)c1C)c1ccc(Cl)cc1,1000.0
51504389,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c1cc[nH]c(=O)c1)c1ccc(Cl)cc1,1000.0
51504394,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c1ncnc2NC(=O)C[C@H](C)c12)c1ccc(Cl)cc1,1000.0
51296585,OC1CCc2c1ncnc2-c1ccc(s1)C(=O)N[C@@H]1CNCC[C@H]1c1ccc(Cl)cc1,1000.0
51296606,Cn1cc(cn1)-c1ccc(o1)C(=O)N[C@@H]1CNCC[C@H]1c1ccc(Cl)cc1,1000.0
51296617,Cn1cc(cn1)-c1coc(c1)C(=O)N[C@@H]1CNCC[C@H]1c1ccc(Cl)cc1,1000.0
51324918,Cl.Cc1cc2nc(-c3cccnc3N)n(-c3ccc(CN)cc3)c2nc1C,1000.0
792591,NC(=O)c1cncc2c(N[C@@H](CN3CCC3)c3ccc(Cl)c(c3)C(F)(F)F)ncnc12,1000.0
51123902,Cc1cn2c(cnc2c(Nc2cc(ns2)C(NC(C)(C)C)c2ccccn2)n1)-c1cn[nH]c1,1000.0
27685,Cc1nc(-c2ccccc2)c([nH]c1=O)-c1ccc(CN2CCC(CC2)n2c3ccccc3[nH]c2=O)cc1,1003.0
287937,NC1(CCC1)c1ccc(cc1)-c1nc2nc(ccn2c1-c1ccccc1)C1CC1,1009.0
30616,N[C@H](COc1cncc(c1)-c1ccc2NC(=O)C(Cc3ccccc3)c2c1)Cc1c[nH]c2ccccc12,1020.0
50530249,N[C@H](COc1cncc(c1)-c1ccc2c(cc[nH]c2=O)c1)Cc1c[nH]c2ccccc12,1022.0
292830,O=C(Cc1nc(cc(=O)[nH]1)N1CCOCC1)Nc1cccnc1,1030.0
50937587,NC(=O)c1cnc(-c2ccc(cc2)C2(N)CCC2)c(c1)-c1ccccc1,1042.0
288012,NC(=O)C1(COc2ccn3c(c(nc3n2)-c2ccc(cc2)C2(N)CCC2)-c2ccccc2)CC1,1066.0
27698,Cn1nnc(n1)-c1ccc2nc(-c3ccc(CN4CCC(CC4)n4c5ccccc5[nH]c4=O)cc3)c(nc2c1)-c1ccccc1,1089.0
50530208,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(cc2)-c2nc3ccc(Cn4cnnn4)cc3nc2-c2ccccc2)CC1,1089.0
27619,CN(C)[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc1c[nH]c2ccccc12,1100.0
220842,O=C(NCc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12)c1ccco1,1100.0
220867,Fc1cccc(NC(=O)NCc2ccc(cc2)-c2nnc3-c4ccccc4Nc4ncccc4-n23)c1,1100.0
220820,CN(CCc1ccccn1)Cc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,1100.0
220941,C1CNC(C1)c1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,1100.0
329784,Cn1cc(nc1C1CCN(CC1)c1ncnc(N)c1CO)-c1ccc(F)c(c1)C(F)(F)F,1100.0
50630666,Cc1ccncc1S(=O)(=O)NC[C@@H](O)CN1CCC[C@@]2(CCN(C2)c2ncnc(N)c2C2CC2)C1,1100.0
50629821,CCCCCN(C[C@@H](O)CN1CCCC2(C1)CC(=O)c1cc(O)ccc1O2)S(=O)(=O)c1c(C)noc1C,1100.0
51091416,Clc1ccc(cc1)C(NC1CCCCC1)c1ccc(cc1)-c1cn[nH]c1,1100.0
50657652,CC(=O)Nc1nc2ccc(cc2o1)-c1cnc(Cl)c(NS(=O)(=O)c2ccc(F)cc2)c1,1100.0
50530246,N[C@H](COc1cncc(c1)-c1ccc2ccccc2c1)Cc1c[nH]c2ccccc12,1117.0
27578,N[C@H](COc1cncc(c1)-c1ccc(NC(=O)Nc2ccccc2)nc1)Cc1c[nH]c2ccccc12,1120.0
50530297,N[C@H](COc1cncc(c1)-c1ccc(NC(=O)Nc2ccccc2)cn1)Cc1c[nH]c2ccccc12,1120.0
288002,NC1(CCC1)c1ccc(cc1)-c1nc2ccc(cn2c1-c1ccccc1)C(=O)NCCO,1136.0
287936,Cc1ccn2c(c(nc2n1)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,1157.0
262003,NC1(CCC1)c1ccc(cc1)-n1c(nc2ccc(nc12)-c1cccc(c1)N1CCOCC1)-c1cc[nH]n1,1160.0
50638291,COc1ccc(cc1)S(=O)(=O)Nc1cccc(c1)-c1ccc2nc(NC(C)=O)sc2c1,1160.0
50220475,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c1ncnc2c1[C@H](C)CC2(F)F)c1ccc(Cl)cc1,1169.0
50571584,CCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(C)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)N[C@@H](CCC(C)C)C(N)=O,1170.0
287975,COCCOc1ccn2c(c(nc2n1)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,1186.0
51047242,COc1ccc(cc1OC)C(C)NC(=O)C1(N)CCN(CC1)c1ncnc2[nH]ccc12,1192.0
220869,Fc1ccc(NC(=O)NCc2ccc(cc2)-c2nnc3-c4ccccc4Nc4ncccc4-n23)cc1,1200.0
220917,COc1ccc(NC(=O)NC2CCN(Cc3ccc(cc3)-c3nnc4-c5ccccc5Nc5ncccc5-n34)CC2)cc1Cl,1200.0
220921,Clc1cccc(NC(=O)NC2CCN(Cc3ccc(cc3)-c3nnc4-c5ccccc5Nc5ncccc5-n34)CC2)c1,1200.0
220926,Cc1ccccc1CNC(=O)NC1CCN(Cc2ccc(cc2)-c2nnc3-c4ccccc4Nc4ncccc4-n23)CC1,1200.0
220939,O=C(Nc1ccccc1)NC1(CCC1)c1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,1200.0
220961,NC1(CCC1)c1ccc(cc1)-c1nnc2-c3cc(ccc3Nc3ncccc3-n12)-c1ccccc1,1200.0
603123,Cn1nccc1-c1cc(Cl)nn2c(c(nc12)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,1200.0
51507025,C[C@H](NC(=O)[C@H]1C[C@@H](CN1C(=O)[C@@H](NC(=O)CCCCCCCCCCNC(=O)CCc1cccc(c1)-c1ccc2nc(-c3cccnc3N)n(-c3ccc(cc3)C3(N)CCC3)c2n1)C(C)(C)C)OCc1ccccc1)c1ccc(cc1)-c1scnc1C,1200.0
603166,CS(=O)(=O)Nc1ccc2nc(c(-c3ccccc3)n2n1)-c1ccc(cc1)C1(N)CCC1,1200.0
287978,CC(C)Oc1ccn2c(c(nc2n1)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,1225.0
30641,N[C@H](COc1cnc(C#Cc2ccccc2)c(c1)-c1ccc2cnccc2c1)Cc1c[nH]c2ccccc12,1240.0
1071094,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)COC(=O)CCC(=O)OCc1ccc(cc1)[C@@H](CN)C(=O)Nc1ccc2cnccc2c1,1243.0
51091424,Clc1ccc(cc1)C(NCc1ccccc1)c1ccc(cc1)-c1ccncc1,1250.0
50638286,CC(=O)Nc1nc2ccc(cc2s1)-c1ccnc(NS(=O)(=O)c2ccc(C)cc2)n1,1260.0
50496802,Cn1cc(cc1C(=O)NC1(CCNCC1)c1ccc(Cl)c(Cl)c1)-c1c(Br)cnn1C,1260.0
51091425,Clc1ccc(cc1)C(NC1CCCCC1)c1ccc(cc1)-c1ccncc1,1260.0
51079733,Oc1ccc(NS(=O)(=O)c2ccc(cc2)[N+]([O-])=O)cc1Sc1nnc[nH]1,1260.0
50937601,NC1(CCC1)c1ccc(cc1)-c1ncc2nccn2c1-c1ccccc1,1262.0
288115,NC1(CCC1)c1ccc(cc1)-c1nc2cc(O)ccn2c1-c1ccccc1,1273.0
27749,N#Cc1cnc(-c2ccc(CNCc3ccc(cc3)-c3csnn3)cc2)c(c1)-c1ccccc1,1288.0
220881,Cc1cccc(c1)C(=O)N1CCN(Cc2ccc(cc2)-c2nnc3-c4ccccc4Nc4ncccc4-n23)CC1,1300.0
50629822,CCOCCN(C[C@@H](O)CN1CCCC2(C1)CC(=O)c1cc(O)ccc1O2)S(=O)(=O)c1ccccc1C(F)(F)F,1300.0
50970237,CC(=O)Nc1ccc(cc1)-n1c(nc2cccnc12)-c1cccnc1N,1300.0
51047245,CC(NC(=O)C1(N)CCN(CC1)c1ncnc2[nH]ccc12)c1cccnc1,1313.0
292781,COC(=O)c1cccc(NC(=O)Cc2nc(cc(=O)[nH]2)N2CCOCC2)c1,1314.0
287979,NC1(CCC1)c1ccc(cc1)-c1nc2nc(OC3CCCCC3)ccn2c1-c1ccccc1,1315.0
51091415,Clc1ccc(cc1)C(NCc1ccccc1)c1ccc(cc1)-c1cn[nH]c1,1320.0
50572272,COc1cc2ncc3c(N)nc(cc3c2cc1OC)-c1cncc(OC[C@H](N)Cc2c[nH]c3ccccc23)c1,1324.0
44959,C(c1c[nH]c2ncnc(N3CC4(CCNCC4)c4ccccc34)c12)c1ccccc1,1330.0
326921,OCC1CN(CCO1)c1cc(=O)[nH]c(CC(=O)N2CCc3c2cccc3F)n1,1332.0
27561,Cc1c(cc(C#N)c(=O)n1C)-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1,1340.0
1290576,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1ccc(cc1)C(=O)OCc1ccc(cc1)[C@@H](CN)C(=O)Nc1ccc2cnccc2c1,1358.0
50530283,Cc1n[nH]c2cnc(cc12)-c1cncc(OC[C@@H](N)Cc2cccc(OCC3CCCCC3)c2)c1,1360.0
29960,Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2cccc(OCC3CCCCC3)c2)c1,1360.0
288031,Cc1c(Cl)cn2c(c(nc2c1-c1ccc(F)cc1)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,1368.0
287980,NC1(CCC1)c1ccc(cc1)-c1nc2nc(Oc3ccccc3)ccn2c1-c1ccccc1,1385.0
50530295,N[C@H](COc1cncc(c1)-c1cccc(CC(N)=O)c1)Cc1c[nH]c2ccccc12,1390.0
50572264,COc1cc2ncc3c(N)nc(cc3c2cc1OC)-c1cncc(OC[C@H](N)CC(C)C)c1,1395.0
220837,O=C(N1CCN(Cc2ccc(cc2)-c2nnc3-c4ccccc4Nc4ncccc4-n23)CC1)c1ccco1,1400.0
220882,COc1ccc(cc1)C(=O)N1CCN(Cc2ccc(cc2)-c2nnc3-c4ccccc4Nc4ncccc4-n23)CC1,1400.0
220955,Cc1cccc2-c3nnc(-c4ccc(cc4)C4(N)CCC4)n3-c3cccnc3Nc12,1400.0
220958,CC(C)(C)OC(=O)NC1(CC1)c1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,1400.0
329789,Cn1cc(nc1C1CCN(CC1)c1ncncc1Br)-c1ccc(F)c(c1)C(F)(F)F,1400.0
329820,NC(=O)c1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CCC1)C1CCCCC1,1400.0
50496793,Cn1ncc(Br)c1-c1ccc(cc1)C(=O)NC1(CCNCC1)c1ccc(Cl)c(Cl)c1,1400.0
50418225,CN1CCN(CC1)c1ccc2nc(-c3ccc(CN4CCC(CC4)c4nnc([nH]4)-c4ccccn4)cc3)c(nc2n1)-c1ccccc1,1408.0
46195,O=C(Nc1ccc(cc1)-c1cn[nH]c1)C1COc2ccccc2O1,1410.0
292777,Clc1ccc(NC(=O)Cc2nc(cc(=O)[nH]2)N2CCOCC2)cc1,1420.0
51091427,CC(C)CNC(c1ccc(Cl)cc1)c1ccc(cc1)-c1ccncc1,1430.0
53744,CC1(C)O[C@@H]2CC(=O)O[C@@H]2C2=C1C(=O)c1ccccc1C2=O,1440.0
51370846,COc1cccc(Cn2cnc3ccc(cc3c2=O)-c2cn[nH]c2)c1,1449.0
50530298,N[C@H](COc1cncc(c1)-c1ccc(N)c(c1)C(=O)c1cccc(Cl)c1)Cc1c[nH]c2ccccc12,1450.0
282737,Cc1nc2nc(-c3ccc(CN4CCC(CC4)c4nc5ccc(cc5[nH]4)C(F)(F)F)cc3)c(cn2n1)-c1ccccc1,1450.0
50601459,CC(C)(C)c1ccc2ncnc(N3CCN(CC3)C(=O)[C@H](N)Cc3ccc(Cl)cc3)c2c1,1460.0
27752,N#Cc1cnc(-c2ccc(CN3CCC(CC3)c3nc4ccccc4[nH]3)cc2)c(c1)-c1ccccc1,1471.0
50496803,Cn1ncc(Cl)c1-c1oc(cc1Br)C(=O)NC1(CCNCC1)c1ccc(Cl)c(Cl)c1,1480.0
292779,FC(F)(F)c1cccc(NC(=O)Cc2nc(cc(=O)[nH]2)N2CCOCC2)c1,1481.0
292796,Cc1cccc(NC(=O)Cc2nc(cc(=O)[nH]2)N2CCOCC2)c1C,1494.0
27683,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(cc2)-c2[nH]c(=O)cnc2-c2ccccc2)CC1,1500.0
220798,COCC(=O)Nc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,1500.0
288119,Cc1cccc2nc(c(-c3ccccc3)n12)-c1ccc(cc1)C1(N)CCC1,1505.0
288116,NC1(CCC1)c1ccc(cc1)-c1nc2ccc(cn2c1-c1ccccc1)-c1cccnc1O,1510.0
50660208,COc1ccc(cc1F)C(NC(=O)c1ccc2cnccc2c1)C1CCNCC1,1510.0
44968,CSc1ncc2cc(-c3ccccc3)c(nc2n1)-c1ccc(CN(C)CCc2cn[nH]c2)cc1,1521.0
27563,N[C@H](COc1cncc(c1)-c1ccc(F)cc1)Cc1c[nH]c2ccccc12,1560.0
51296592,Cn1ncc(Cl)c1-c1coc(c1)C(=O)NC1CNCC1c1ccc(F)c(F)c1,1566.0
50660207,O=C(NC(C1CCNCC1)c1nccs1)c1ccc2cnccc2c1,1570.0
51074552,C1CNCC2(C1)CCN(CC2)c1ncnc2nc[nH]c12,1600.0
220757,CN(C)c1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,1600.0
220829,C(N1CCOCC1)c1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,1600.0
381886,NC1(CCC1)c1ccc(cc1)-c1nc2c(O)nccn2c1-c1ccccc1,1600.0
329785,Cn1cc(nc1C1CCN(CC1)c1ncnc(N)c1C(N)=O)-c1ccc(F)c(c1)C(F)(F)F,1600.0
329834,CCc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CC(F)(F)C1)-c1ccc(F)c(c1)C(F)(F)F,1600.0
50564056,N[C@H](CCc1nc(no1)-c1ccc2cnccc2c1)Cc1ccc(cc1)C(F)(F)F,1600.0
50514767,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,1600.0
45026,Nc1ncnc2n(ncc12)C1CCN(Cc2ccc(cc2)-c2ncc(cc2-c2ccccc2)-c2ccccn2)CC1,1629.0
287985,NC1(CCC1)c1ccc(cc1)-c1nc2cc(ccn2c1-c1ccccc1)C1CC1,1636.0
51334354,Clc1ccc2[nH]c(=O)c(C(=O)\C=C\c3nc4cc(Br)ccc4[nH]3)c(-c3ccccc3)c2c1,1640.0
51334394,Fc1ccc(cc1)-c1c(C(=O)\C=C\c2nc3cc(F)c(F)cc3[nH]2)c(=O)[nH]c2ccc(Cl)cc12,1640.0
51334389,Fc1ccc(cc1)-c1c(C(=O)\C=C\c2nc3cc(F)c(F)cc3[nH]2)c(=O)[nH]c2ccc(F)cc12,1640.0
51334384,Fc1ccc(cc1)-c1c(C(=O)\C=C\c2nc3cc(F)ccc3[nH]2)c(=O)[nH]c2ccc(F)cc12,1640.0
51334379,Cn1c2ccc(Cl)cc2c(-c2ccccc2)c(C(=O)\C=C\c2nc3cc(F)ccc3[nH]2)c1=O,1640.0
51334344,Oc1nc2ccc(Cl)cc2c(-c2ccccc2)c1C(=O)\C=C\c1nc2ccccc2[nH]1,1640.0
51334349,Cc1ccc2[nH]c(\C=C\C(=O)c3c(-c4ccccc4)c4cc(Cl)ccc4[nH]c3=O)nc2c1,1640.0
51334399,Fc1ccc2[nH]c(=O)c(C(=O)\C=C\c3nc4cc(F)c(F)cc4[nH]3)c(-c3ccc(F)c(F)c3)c2c1,1640.0
51334359,Fc1ccc2[nH]c(\C=C\C(=O)c3c(-c4ccccc4)c4cc(Cl)ccc4[nH]c3=O)nc2c1,1640.0
51334364,O=C(\C=C\c1nc2ccccc2[nH]1)c1c(-c2ccccc2)c2ccccc2[nH]c1=O,1640.0
51334369,Brc1ccc2[nH]c(=O)c(C(=O)\C=C\c3nc4ccccc4[nH]3)c(-c3ccccc3)c2c1,1640.0
51334374,Cc1ccc2[nH]c(=O)c(C(=O)\C=C\c3nc4ccccc4[nH]3)c(-c3ccccc3)c2c1,1640.0
287969,CCc1ccn2c(c(nc2c1)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,1657.0
288107,NC1(CCC1)c1ccc(cc1)-c1nc2cc(ccn2c1-c1ccccc1)C#C,1658.0
50530253,N[C@H](COc1cncc(c1)C(=O)Nc1ccncc1)Cc1c[nH]c2ccccc12,1659.0
288011,NC1(CCC1)c1ccc(cc1)-c1nc2nc(OCCN3CCCC3=O)ccn2c1-c1ccccc1,1659.0
50949601,COc1ccc(\C=C\C(=O)C(=Cc2ccc(OC)c(O)c2)C(=O)\C=C\c2ccc(OC)cc2OC)c(OC)c1,1660.0
